Product Name,Price,Discount(%),No. of Sells,No. of Review,Location,Product Link,Product ID,SKU
no girls Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,96,46,1,50,Dhaka,//www.daraz.com.bd/products/-i394493725.html,394493725,394493725_BD-1962870169
Premium Cotton Casual Polo T-shirt for Men -  T Shirt For Men,199,51.132134973194574,77,2,Dhaka,//www.daraz.com.bd/products/-i390374720.html,390374720,390374720_BD-1949799601
T-SHIRT dream smile design Sky blue colour,90,55,64,1,Dhaka,//www.daraz.com.bd/products/-i391780443.html,391780443,391780443_BD-1954907360
Summer Printed Combo T-Shirt & Pant For Men,335,48,29,3,Dhaka,//www.daraz.com.bd/products/-i387642703.html,387642703,387642703_BD-1933115769
"Combo Set - T-Shirt and Trouser for Men - Soft Fabric and Comfortable Ensemble, Ideal for Casual Days in Moderate Weather",496,76,6,819,Dhaka,//www.daraz.com.bd/products/combo-set-t-shirt-and-trouser-for-men-soft-fabric-and-comfortable-ensemble-ideal-for-casual-days-in-moderate-weather-i271309266.html,271309266,271309266_BD-2064089187
Stylish Addition - New Stylist Printed Cotton Haf Sleeve T Shirt For Men Haf Sleeve T Shirt For Men - T Shirt - Modern - Choice Expression,200,52,1,71,Dhaka,//www.daraz.com.bd/products/-i298752868.html,298752868,298752868_BD-1954515957
New Jarsy  Desing Digital printed Boys T-shirt/ Tshirt For Men/ T-shirt,89,55,46,1,Dhaka,//www.daraz.com.bd/products/-i391044204.html,391044204,391044204_BD-2075463247
Beautiful and Peaceful Islam Printed Casual T-Shirt For Man - A Round Neck Casual Wear Reflecting Your Cultural Identity,90,63,39,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i391771266.html,391771266,391771266_BD-1954892709
premium Quality T shirt for mens,139,54,35,4,Dhaka,//www.daraz.com.bd/products/-i391812408.html,391812408,391812408_BD-1955019201
New Best Save Palestine Synthetic T-Shirt for Men,90,72,12,1,Dhaka,//www.daraz.com.bd/products/-i392384593.html,392384593,392384593_BD-1956973108
Export Quality New T-Shirt Fabric Soft And Comfortable - T Shirt,90,64,28,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i392380671.html,392380671,392380671_BD-1956965000
2 Pis Stylist Summer - Tshirt For Men or ledis,190,47,24,150.5200138026225,Dhaka,//www.daraz.com.bd/products/2-i391040820.html,391040820,391040820_BD-2078066743
Stream Rap Men's T-Shirt II Printed Casual - Half Sleeve Round Neck - Comfortable to Wear in Summer Season,95,52,22,1434,Dhaka,//www.daraz.com.bd/products/stream-rap-mens-t-shirt-ii-printed-casual-half-sleeve-round-neck-comfortable-to-wear-in-summer-season-i269755117.html,269755117,269755117_BD-1632223359
Black Printed Summer Combo T-Shirt & Pant for Men,256,53,36,3086,Dhaka,//www.daraz.com.bd/products/-i192042736.html,192042736,192042736_BD-1138894260
China Vland Degin Tshirt For men,99,50,3,192,Dhaka,//www.daraz.com.bd/products/-i342846611.html,342846611,342846611_BD-1672821055
Best Quality Casual T-shirt's for men,107,57,6,380,Dhaka,//www.daraz.com.bd/products/-i323501490.html,323501490,323501490_BD-1541186770
ami amar moto New Desing Soft & Comfortable T-shirt For Men-T-shirt,96,52,1,82,Dhaka,//www.daraz.com.bd/products/ami-amar-moto-i361958690.html,361958690,361958690_BD-1786323392
Combo 2 PIS Comfortable casual T-shirt for men,199,38,9,1,Dhaka,//www.daraz.com.bd/products/2-i391046127.html,391046127,391046127_BD-2107345627
New Stylist Printed  Half Sleeve T Shirt For Men,98,72,8,800,Dhaka,//www.daraz.com.bd/products/-i226355635.html,226355635,226355635_BD-1969289060
AMR Brand 3 Pcs Combo T-Shirt Mesh Fabric T-Shirt For Men,648,57,167,24,Dhaka,//www.daraz.com.bd/products/-i351549435.html,351549435,351549435_BD-1724386461
BLACK COLOR CHAINA MICROFIBERIC LONG SLEEVE EXCUSIVE MENS T-SHAIRT.,183,49,24,4,Dhaka,//www.daraz.com.bd/products/t-shairt-i332518798.html,332518798,332518798_BD-1619458599
Black& Cotton Combo T-Shirt & trouser Pant For Man - T Shirt,420,30,145,14,Dhaka,//www.daraz.com.bd/products/black-cotton-combo-t-shirt-trouser-pant-for-man-t-shirt-i300428354.html,300428354,300428354_BD-1334713838
Black Printed Exclusive Summer Combo T-Shirt & Pant - T Shirt For Man,299,50,214,14,Dhaka,//www.daraz.com.bd/products/black-printed-exclusive-summer-combo-t-shirt-pant-t-shirt-for-man-i299907952.html,299907952,299907952_BD-1332735512
Cotton Full Sleeve T Shirt For Men - T Shirt For Man,185,51.132134973194574,134,11,Dhaka,//www.daraz.com.bd/products/-i340726375.html,340726375,340726375_BD-1799885856
T-shirt's for men Best Quality Casual,99,50,76,7,Dhaka,//www.daraz.com.bd/products/-i362252552.html,362252552,362252552_BD-1787350381
2023 Summer New Fashionable T-Shirt For Men [ High Quality Classical Tops ],210,61,1,149,Dhaka,//www.daraz.com.bd/products/2023-i313710519.html,313710519,313710519_BD-1407151192
Ladies T-Shirt Short Sleeve For Women(Long Size),250,62,401,70,Rangpur,//www.daraz.com.bd/products/ladies-t-shirt-short-sleeve-for-womenlong-size-i312664762.html,312664762,312664762_BD-2033078489
Anya Family T-Shirts Black Cotton T-Shirts Anime Full 170Gsm Cotton - Stylish Anime-Inspired Design - Easy to Use And Maintain - Unisex Fashionable,385,4,156,28,Dhaka,//www.daraz.com.bd/products/anya-family-t-shirts-black-cotton-t-shirts-anime-full-170gsm-cotton-stylish-anime-inspired-design-easy-to-use-and-maintain-unisex-fashionable-i303318938.html,303318938,303318938_BD-1723643272
Premium quality T-shirt for men. china mesh fabric T-shirt.Very comfortable t-shirt.Highest quality t-shirts at limited prices,236,53,121.97034171502257,150.5200138026225,Mymensingh,//www.daraz.com.bd/products/-i387730758.html,387730758,387730758_BD-1933662969
Comfortable Febric Printed T-Shirt for Men - Comfort Style with Half Sleeve Round Collar T-Shirt,99,55,10,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i344002384.html,344002384,344002384_BD-1678248202
Indispensable -Quality And Durablity -Naby blue full sleeve cotton T shirt for men - T Shirt- Innovative Preferble - Low Hassle and Maintanance,194,61,816,97,Dhaka,//www.daraz.com.bd/products/indispensable-quality-and-durablity-naby-blue-full-sleeve-cotton-t-shirt-for-men-t-shirt-innovative-preferble-low-hassle-and-maintanance-i275165299.html,275165299,275165299_BD-1252649780
Black Cotton Full  Sleeve T Shirt For Men,186,60,450,40,Dhaka,//www.daraz.com.bd/products/-i274954882.html,274954882,274954882_BD-1252105972
Short Sleeve T Shirt For Women -Printed Jersey Tshirt,199,59,1,204,Dhaka,//www.daraz.com.bd/products/-i323075036.html,323075036,323075036_BD-1533931161
White T-Shirt And 2 Quarter Pant For Men,296,34,117,14,Dhaka,//www.daraz.com.bd/products/2-i343972776.html,343972776,343972776_BD-1677691981
Ladies T-Shirt Short Sleeve For Women(3XL  Long Size),225,55,230,36,Rangpur,//www.daraz.com.bd/products/ladies-t-shirt-short-sleeve-for-women3xl-long-size-i315278817.html,315278817,315278817_BD-1787258743
"Alphabet Letter ""J"" T-Shirt For Men'S - T Shirt For Man - T Shirt",122,53,305,27,Dhaka,//www.daraz.com.bd/products/alphabet-letter-j-t-shirt-for-mens-t-shirt-for-man-t-shirt-i230659433.html,230659433,230659433_BD-1174043418
Premium Quality Cotton Tshirt For men,270,51,121.97034171502257,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i383218067.html,383218067,383218067_BD-1919623407
Navy Blue Full  Sleeve T Shirt For Men,250,59,3,546,Dhaka,//www.daraz.com.bd/products/-i276109535.html,276109535,276109535_BD-1254772149
Always Smile Printed Casual T-Shirt for Man - Spread Positivity with Stylish Casual Wear,95,52,9,602,Dhaka,//www.daraz.com.bd/products/always-smile-printed-casual-t-shirt-for-man-spread-positivity-with-stylish-casual-wear-i224940249.html,224940249,224940249_BD-1170414602
Mosjid New Desing Soft & Comfortable T-shirt For Men,88,56,30,5,Dhaka,//www.daraz.com.bd/products/-i405099745.html,405099745,405099745_BD-2008800266
"ORANGE COLOUR COTTON SHORT SLEEVE   T- SHART FOR MEN ,",120,40,121.97034171502257,2,Dhaka,//www.daraz.com.bd/products/-i304283786.html,304283786,304283786_BD-1357118726
Printed Casual T-Shirt - Add Vibrancy and Style to Your Casual Wardrobe,99,45,1,133,Dhaka,//www.daraz.com.bd/products/printed-casual-t-shirt-add-vibrancy-and-style-to-your-casual-wardrobe-i214010281.html,214010281,214010281_BD-1163127760
Youtube Black Cotton Short Sleeves T-Shirt For Men(You Tube Logo) - T-Shirt For Men - T Shirt For Man - T Shirt For Man - T Shirt,134,33,757,100,Dhaka,//www.daraz.com.bd/products/youtube-black-cotton-short-sleeves-t-shirt-for-menyou-tube-logo-t-shirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-i171404977.html,171404977,171404977_BD-1107370873
BLACK COLOR COTTON LONG SLEEVE CSUAL SMART T-SHART FOR MEN.,165,41,344,35,Dhaka,//www.daraz.com.bd/products/t-shart-i149046083.html,149046083,149046083_BD-1075276742
Star design Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new tshirt | Half Sleeve genji for man,96,52,41,7,Dhaka,//www.daraz.com.bd/products/-i406548010.html,406548010,406548010_BD-2016275149
Versatile -Choice and Remark -Anime Naruto T-Shirt Obito Uchiha Black T Shirt Cotton Fabric- Avant-garde Qualityful - Easy To care and Longive,385,51.132134973194574,198,48,Dhaka,//www.daraz.com.bd/products/versatile-choice-and-remark-anime-naruto-t-shirt-obito-uchiha-black-t-shirt-cotton-fabric-avant-garde-qualityful-easy-to-care-and-longive-i227350671.html,227350671,227350671_BD-1171502441
LOCALE T-shirt for Women - Light Hot Pink,141,60,158,38,Dhaka,//www.daraz.com.bd/products/locale-t-shirt-for-women-light-hot-pink-i320504884.html,320504884,320504884_BD-1482636925
Black Printed Summer Combo T-Shirt & Pant for Men - A Stylish Round Neck Combo for All Seasons - Perfect Casual Wear Combo for Trendy Looks,299,40,450,37,Dhaka,//www.daraz.com.bd/products/black-printed-summer-combo-t-shirt-pant-for-men-a-stylish-round-neck-combo-for-all-seasons-perfect-casual-wear-combo-for-trendy-looks-i300507374.html,300507374,300507374_BD-1334927934
Long Sleeve T-shirt for Men - Full Sleeve T Shirt for Men - Maroon,189,58,30,6,Dhaka,//www.daraz.com.bd/products/-i325142485.html,325142485,325142485_BD-1559399043
ALone New Desing Soft & Comfortable T-shirt For Men-T-shirt,99,50,21,2,Dhaka,//www.daraz.com.bd/products/-i405111659.html,405111659,405111659_BD-2009231081
Tshirt dizin top tee New Exclusive Short Sleeve Tshirt For Men Buy Online At Best Prices In Bangladesh - Genji,96,52,9,2,Dhaka,//www.daraz.com.bd/products/-i367056773.html,367056773,367056773_BD-1829691840
casual jersey T shirt for Man - T Shirt,96,52,163,13,Dhaka,//www.daraz.com.bd/products/-i216505914.html,216505914,216505914_BD-1164752871
"Anime Half-Sleeve T-shirt, Jersey Fabric, Naruto, Hidden Leaf Rogue Ninja logo on side",129,28,148,15,Dhaka,//www.daraz.com.bd/products/-i332237560.html,332237560,332237560_BD-1618680745
Black Printed Summer Combo T-Shirt & Pant for Men - Embrace the Comfort - Round Neck Design - Perfect Casual Wear - Suitable for All Seasons,239,43,632,69,Dhaka,//www.daraz.com.bd/products/-i302767585.html,302767585,302767585_BD-1347512655
Stylist Printed Cotton haf Sleeve T-Shirt  full pant( Set )for Men - T Shirt For Man - T Shirt For Man,450,40,132,15,Dhaka,//www.daraz.com.bd/products/stylist-printed-cotton-haf-sleeve-t-shirt-full-pant-set-for-men-t-shirt-for-man-t-shirt-for-man-i264841131.html,264841131,264841131_BD-1602622736
Cotton Ladies T-shirt 4 Quarter Sleeves,255,53,10,2,Dhaka,//www.daraz.com.bd/products/4-i154178947.html,154178947,154178947_BD-1083204471
Black Printed Summer Combo T-Shirt & Pant for Men - Stylish Matching Set - Easy to Use And Maintain - Trendy Summer Outfit for Men,285,53,640,60,Dhaka,//www.daraz.com.bd/products/black-printed-summer-combo-t-shirt-pant-for-men-stylish-matching-set-easy-to-use-and-maintain-trendy-summer-outfit-for-men-i244871529.html,244871529,244871529_BD-1188476353
More Respect Less Attack Stylish Full Sleeve Tshirt For Menz Comfortable Fashion - T Shirt For Man - T Shirt For Man - à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° - T Shirt,220,51.132134973194574,1,143,Dhaka,//www.daraz.com.bd/products/more-respect-less-attack-stylish-full-sleeve-tshirt-for-menz-comfortable-fashion-t-shirt-for-man-t-shirt-for-man-t-shirt-i215706932.html,215706932,215706932_BD-1164184957
Black Premium Polyester Quality Full Sleeve T-Shirt for Men,201,66,1,139,Dhaka,//www.daraz.com.bd/products/-i325168911.html,325168911,325168911_BD-1559464825
Amerikan New Stylish Summer Combo T-Shirt & Full Pant - T Shirt,500,52,70,5,Dhaka,//www.daraz.com.bd/products/-i406274596.html,406274596,406274596_BD-2015382612
Jersey T-Shirt For Man| Half Hand T Shirt For Men,88,56,592,16,Dhaka,//www.daraz.com.bd/products/-i367540427.html,367540427,367540427_BD-1834570281
Soft and Comfortable Men's Cotton Suitable Full Sleeve & Round Neck T-Shirt - Comfortable and Soft Fabrics for Men,312,22,122,7,Dhaka,//www.daraz.com.bd/products/soft-and-comfortable-mens-cotton-suitable-full-sleeve-round-neck-t-shirt-comfortable-and-soft-fabrics-for-men-i324838541.html,324838541,324838541_BD-1555684608
Navy Blue Full Sleeve Round Neck T-Shirt for Men - Ideal for Every Season- Embracing Coastal Style with Ease,250,29,76,3,Dhaka,//www.daraz.com.bd/products/navy-blue-full-sleeve-round-neck-t-shirt-for-men-ideal-for-every-season-embracing-coastal-style-with-ease-i324521302.html,324521302,324521302_BD-1553171242
BLACK COLOR SOLID LONG SLEEVE  MENS T- SHIRT,127,64,208,10,Dhaka,//www.daraz.com.bd/products/-i326540018.html,326540018,326540018_BD-1575100329
Black Cotton Combo T-Shirt & Pant for Man - T-Shirt & Trouser Pant for Men - Comfortable Half Sleeve and Round Neck,437,27,363,37,Dhaka,//www.daraz.com.bd/products/black-cotton-combo-t-shirt-pant-for-man-t-shirt-trouser-pant-for-men-comfortable-half-sleeve-and-round-neck-i300355085.html,300355085,300355085_BD-1334432075
Always Smile New Desing Soft & Comfortable T-shirt For Men,99,55,229,10,Dhaka,//www.daraz.com.bd/products/-i385978839.html,385978839,385978839_BD-1926267139
Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,89,60,50,5,Dhaka,//www.daraz.com.bd/products/-i385978907.html,385978907,385978907_BD-1926264127
Cotton Combo T-Shirt & Pant For Men - Half Sleeve Round Neck - Comfortable and Stylish Wear,244,39,404,22,Dhaka,//www.daraz.com.bd/products/cotton-combo-t-shirt-pant-for-men-half-sleeve-round-neck-comfortable-and-stylish-wear-i301096072.html,301096072,301096072_BD-1337856476
2024 New Excellent T-shirts Of Good Quality Men's half-sleeved T-shirts,99,50,19,5,Dhaka,//www.daraz.com.bd/products/2024-i384467065.html,384467065,384467065_BD-1922507309
"Anime Half-Sleeve T-shirt, Jersey Fabric, Itachi logo on Middle, Naruto",133,34,581,57,Dhaka,//www.daraz.com.bd/products/-i342534322.html,342534322,342534322_BD-1672352450
NKE design Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new tshirt | Half Sleeve genji for man,96,52,482,28,Dhaka,//www.daraz.com.bd/products/nke-i362505631.html,362505631,362505631_BD-1788612970
à¦ªà§à¦°à§à¦·à¦¦à§‡à¦° à¦œà¦¨à§à¦¯ à¦®à§à¦¯à¦¾à¦¨à¦šà§‡à¦¸à§à¦Ÿà¦¾à¦° à¦¹à¦¾à¦« à¦¹à¦¾à¦¤à¦¾ à¦Ÿà¦¿-à¦¶à¦¾à¦°à§à¦Ÿ à¦œà¦¾à¦°à§à¦¸à¦¿ - jarci,99,72,784,61,Dhaka,//www.daraz.com.bd/products/jarci-i289122359.html,289122359,289122359_BD-1291412260
Dream Smile  Desing Soft & Comfortable T-shirt For Women and girls,115,42,169,10,Dhaka,//www.daraz.com.bd/products/-i343518483.html,343518483,343518483_BD-1675152069
Best Quality Casual T-shirt's for men,99,51,121.97034171502257,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i323914303.html,323914303,323914303_BD-1546489928
"Cartoon T-shirt, Doremon  T-shirt, logo on side , Jersey fabric mix t- shirt, regular half sleeve",129,36,28,1,Dhaka,//www.daraz.com.bd/products/-i323934966.html,323934966,323934966_BD-1546636827
Spider-Man Logo Printed Regular Fit Round Neck T-shirt for Men - T-Shirt For Men - T Shirt For Man - T Shirt For Man - T Shirt - T Sirt,174,77,46,2,Dhaka,//www.daraz.com.bd/products/-i245861186.html,245861186,245861186_BD-1190122657
3 PCS Best Quality t-shirt for men.Premium Quality pure Cotton round neck Casual Half Sleeve Combo Pack 3 In 1 short sleeve T-shirt for Men.  Sleeve Pure Cotton Round Neck T-Shirt for Men. - T Shirt For Man - T Shirt For Man,499,50,583,133,Rajshahi,//www.daraz.com.bd/products/3-pcs-best-quality-t-shirt-for-menpremium-quality-pure-cotton-round-neck-casual-half-sleeve-combo-pack-3-in-1-short-sleeve-t-shirt-for-men-sleeve-pure-cotton-round-neck-t-shirt-for-men-t-shirt-for-man-t-shirt-for-man-i204923471.html,204923471,204923471_BD-1353537326
Joto Crush Toto Bash Quality And Durablity -Golpo Casual T-Shirt For Men - Genji- Innovative Remarkable - Disclose Styles & Luxe,94,53,6,150.5200138026225,Dhaka,//www.daraz.com.bd/products/-i395709711.html,395709711,395709711_BD-1967368707
Cha  T-Shirt For Man| Half Sleeve T Shirt For Men,96,52,25,2,Dhaka,//www.daraz.com.bd/products/-i266280091.html,266280091,266280091_BD-1238010859
"Cotton T-shirt, Anime T-shirt, Naruto, Pain Logo in Middle",250,17,125,11,Dhaka,//www.daraz.com.bd/products/naruto-i349496340.html,349496340,349496340_BD-1717516769
Maroon Full Sleeve T Shirt For Men,219,45,6,4,Dhaka,//www.daraz.com.bd/products/-i325139517.html,325139517,325139517_BD-1559082885
Black Colour Cotton Short Sleeve Tshirt For Men.,111,54,23,3,Dhaka,//www.daraz.com.bd/products/-i154500217.html,154500217,154500217_BD-1083626828
Tshirt Combo  2 PIS New Desing Digital printed Boys T-shirt/ Tshirt For Men/ T-shirt,199,33,560,47,Dhaka,//www.daraz.com.bd/products/2-i361936411.html,361936411,361936411_BD-1786219730
New Cotton Printed T Shirt For Men/ Mens T Shirt/ Genji,96,52,5,1,Dhaka,//www.daraz.com.bd/products/-i300674528.html,300674528,300674528_BD-1335436100
Megi Hata T Shirt For Men,217,57,96,6,Rajshahi,//www.daraz.com.bd/products/-i364254894.html,364254894,364254894_BD-1805648079
Join the Naruto Fandom with the Kakashi T-Shirt - Naruto Shippuden Anime Black Cotton Tee Unisex Naruto T-Shirt By Banga Kun Shop,385,4,105,9,Dhaka,//www.daraz.com.bd/products/join-the-naruto-fandom-with-the-kakashi-t-shirt-naruto-shippuden-anime-black-cotton-tee-unisex-naruto-t-shirt-by-banga-kun-shop-i295602377.html,295602377,295602377_BD-1311035269
White Cotton Combo T-Shirt & trouser Pant For Man,382,52,39,5,Dhaka,//www.daraz.com.bd/products/-i346212865.html,346212865,346212865_BD-1694275146
